
[00/00/0000 00:00:05] Ti:22.2 | Te:23.1 | H:72.6% | pH:11.55 L:0
[07/04/2026 04:27:11] Ti:23.2 | Te:23.2 | H:68.7% | pH:11.55 L:0
[07/04/2026 04:27:21] Ti:23.2 | Te:23.2 | H:68.6% | pH:11.55 L:0
[07/04/2026 04:27:27] Ti:23.2 | Te:23.2 | H:68.5% | pH:11.55 L:0
[07/04/2026 04:27:33] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:27:39] Ti:23.2 | Te:23.2 | H:68.5% | pH:11.55 L:0
[07/04/2026 04:27:45] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:27:51] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:27:56] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:28:01] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:28:06] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:28:11] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:28:16] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:28:25] Ti:23.2 | Te:23.2 | H:68.5% | pH:11.55 L:0
[07/04/2026 04:28:31] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:28:37] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:28:43] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:28:49] Ti:23.2 | Te:23.2 | H:68.5% | pH:11.55 L:0
[07/04/2026 04:28:55] Ti:23.2 | Te:23.2 | H:68.6% | pH:11.55 L:0
[07/04/2026 04:29:00] Ti:23.2 | Te:23.2 | H:68.5% | pH:11.55 L:0
[07/04/2026 04:29:05] Ti:23.2 | Te:23.2 | H:68.5% | pH:11.55 L:0
[07/04/2026 04:29:10] Ti:23.2 | Te:23.2 | H:68.6% | pH:11.55 L:0
[07/04/2026 04:29:15] Ti:23.2 | Te:23.2 | H:68.5% | pH:11.55 L:0
[07/04/2026 04:29:20] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:29:29] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:29:35] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:29:41] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:29:47] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:29:53] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:29:59] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:30:04] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:30:09] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:30:14] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:30:19] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:30:24] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:30:33] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:30:39] Ti:23.2 | Te:23.2 | H:68.4% | pH:11.55 L:0
[07/04/2026 04:30:45] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:30:51] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:30:57] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:31:03] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:31:08] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:31:13] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:31:18] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:31:23] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:31:28] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:31:33] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:31:43] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:31:49] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:31:55] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:32:01] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:32:07] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:32:12] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:32:17] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:32:22] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:32:27] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:32:32] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:32:37] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:32:47] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:32:53] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:32:59] Ti:23.2 | Te:23.2 | H:68.3% | pH:11.55 L:0
[07/04/2026 04:33:05] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:33:11] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:33:16] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:33:21] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:33:26] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:33:31] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:33:36] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:33:41] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:33:51] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:33:57] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:34:03] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:34:09] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:34:15] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:34:20] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:34:25] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:34:30] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:34:35] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:34:40] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:34:45] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:34:55] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:35:01] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:35:07] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:35:13] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:35:19] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:35:25] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:35:30] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:35:35] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:35:40] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:35:45] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:35:50] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:35:59] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:36:05] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:36:11] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:36:17] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:36:23] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:36:29] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:36:34] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:36:39] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:36:44] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:36:49] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:36:54] Ti:23.2 | Te:23.1 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:03] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:37:09] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:15] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:21] Ti:23.3 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:27] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:33] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:37:38] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:43] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:48] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:37:53] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:37:58] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:38:07] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:38:13] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:38:19] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:38:25] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:38:31] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:38:37] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:38:42] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:38:47] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:38:52] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:38:57] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:39:02] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:39:07] Ti:23.2 | Te:23.1 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:39:17] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:39:23] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:39:29] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:39:35] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:39:41] Ti:23.2 | Te:23.1 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:39:46] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:39:51] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:39:56] Ti:23.3 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:40:01] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:40:06] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:40:11] Ti:23.2 | Te:23.2 | H:68.2% | pH:11.55 L:0
[07/04/2026 04:40:21] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:40:27] Ti:23.2 | Te:23.2 | H:68.1% | pH:11.55 L:0
[07/04/2026 04:40:33] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:40:39] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:40:45] Ti:23.3 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:40:50] Ti:23.3 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:40:55] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:41:00] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:41:05] Ti:23.2 | Te:23.1 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:41:10] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:41:15] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:41:25] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:41:31] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:41:37] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:41:43] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:41:49] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:41:54] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:41:59] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:42:04] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:42:09] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:42:14] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:42:19] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:42:29] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:42:35] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:42:41] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:42:47] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:42:53] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:42:59] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:43:04] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:43:09] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:43:14] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:43:19] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:43:24] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:43:33] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:43:39] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:43:45] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:43:51] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:43:57] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:44:03] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:44:08] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:44:13] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:44:18] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:44:23] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:44:28] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:44:37] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:44:43] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:44:49] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:44:55] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:45:01] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:45:07] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:45:12] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:45:17] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:45:22] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:45:27] Ti:23.3 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:45:32] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:45:41] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:45:47] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:45:53] Ti:23.3 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:45:59] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:46:05] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:46:11] Ti:23.3 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:46:16] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:46:21] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:46:26] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:46:31] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:46:36] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:46:41] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:46:51] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:46:57] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:47:03] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:47:09] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:47:15] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:47:20] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:47:25] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:47:30] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:47:35] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:47:40] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:47:45] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:47:55] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:01] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:07] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:48:13] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:19] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:24] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:29] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:34] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:39] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:44] Ti:23.2 | Te:23.2 | H:67.6% | pH:11.55 L:0
[07/04/2026 04:48:49] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:48:59] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:49:05] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:49:11] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:49:17] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:49:23] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:49:28] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:49:33] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:49:38] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:49:43] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:49:48] Ti:23.2 | Te:23.1 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:49:53] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:50:03] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:50:09] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:50:15] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:50:21] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:50:27] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:50:32] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:50:37] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:50:42] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:50:47] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:50:52] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:50:57] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:51:07] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:51:13] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:51:19] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:51:25] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:51:31] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:51:37] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:51:42] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:51:47] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:51:52] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:51:57] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:52:02] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:52:11] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:52:17] Ti:23.2 | Te:23.1 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:52:23] Ti:23.2 | Te:23.2 | H:67.7% | pH:11.55 L:0
[07/04/2026 04:52:29] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:52:35] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:52:41] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:52:46] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:52:51] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:52:56] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:53:01] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:53:06] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:53:15] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:53:21] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:53:27] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:53:33] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:53:39] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:53:45] Ti:23.2 | Te:23.2 | H:67.8% | pH:11.55 L:0
[07/04/2026 04:53:50] Ti:23.2 | Te:23.1 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:53:55] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:54:00] Ti:23.2 | Te:23.1 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:54:05] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:54:10] Ti:23.2 | Te:23.1 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:54:19] Ti:23.2 | Te:23.2 | H:68.0% | pH:11.55 L:0
[07/04/2026 04:54:25] Ti:23.2 | Te:23.1 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:54:31] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:54:37] Ti:23.2 | Te:23.2 | H:67.9% | pH:11.55 L:0
[07/04/2026 04:54:43] Ti:23.2 | Te:23.1 | H:67.8% | pH:11.55 L:0
